host,id,threads,url,server_type,call_mode,regs,tsmin,tsmas,millis,ns_avg,ns_p90,ns_p95,ns_p99,stdev
edge02,ms-test-20240403_211740-0,threads_16,manager01-8071,jersey3,full,1000000,1712171861647,1712171880990,19343,277762,326640,366342,578237,219972
edge02,ms-test-20240403_211823-0,threads_16,manager01-8071,jersey3,local,1000000,1712171905049,1712171911977,6928,91091.6,99295,116971,376463,208628
edge02,ms-test-20240403_211853-0,threads_16,manager01-8072,flask2_0_3,full,1000000,1712171935308,1712172756591,821283,1.23485e+07,15014408,15441166,16685425,2.86251e+06
edge02,ms-test-20240403_213258-0,threads_16,manager01-8072,flask2_0_3,local,1000000,1712172780295,1712172787561,7266,94398,99690,121734,402630,241173
edge02,ms-test-20240403_213330-0,threads_16,manager01-8080,tomcat_jersey_3_1_0,full,1000000,1712172811558,1712172833112,21554,312184,366339,410492,578814,322363
edge02,ms-test-20240403_213415-0,threads_16,manager01-8080,tomcat_jersey_3_1_0,local,1000000,1712172856836,1712172863770,6934,91672.5,101965,130996,350680,207777
edge02,ms-test-20240403_213445-0,threads_16,manager01-8080,tomcat_spring3_6_1_5,full,1000000,1712172887224,1712172908668,21444,307625,367498,420868,646983,280699
edge02,ms-test-20240403_213531-0,threads_16,manager01-8080,tomcat_spring3_6_1_5,local,1000000,1712172932677,1712172939724,7047,91816.6,102113,143183,394707,205633
manager01,ms-test-20240403_103901-0,threads_1,localhost-8070,spring3_6_1_5,full,1000000,1712133543500,1712133752640,209140,194008,220520,238610,356297,241088
manager01,ms-test-20240403_104254-0,threads_1,localhost-8070,spring3_6_1_5,local,1000000,1712133776958,1712133828499,51541,42502.7,53532,69486,135720,36415.7
manager01,ms-test-20240403_104410-0,threads_1,localhost-8071,jersey3,full,1000000,1712133852328,1712134061110,208782,194226,231271,257641,400477,88556.3
manager01,ms-test-20240403_104803-0,threads_1,localhost-8071,jersey3,local,1000000,1712134085747,1712134137734,51987,42756.3,57592,68407,92740,37988.9
manager01,ms-test-20240403_104920-0,threads_1,localhost-8072,flask2_0_3,full,1000000,1712134162152,1712135086788,924636,912148,944313,973372,1077955,226329
manager01,ms-test-20240403_110508-0,threads_1,localhost-8072,flask2_0_3,local,1000000,1712135110804,1712135164039,53235,43598.5,54253,68819,96230,34550.9
manager01,ms-test-20240403_110626-0,threads_1,localhost-8080,tomcat_jersey_3_1_0,full,1000000,1712135189712,1712135407000,217288,205610,233575,258498,368453,1.4292e+06
manager01,ms-test-20240403_111028-0,threads_1,localhost-8080,tomcat_jersey_3_1_0,local,1000000,1712135430779,1712135481081,50302,41332.2,56251,66501,89392,39376.9
manager01,ms-test-20240403_111143-0,threads_1,localhost-8080,tomcat_spring3_6_1_5,full,1000000,1712135506407,1712135705050,198643,187323,207334,224415,327509,1.18434e+06
manager01,ms-test-20240403_111527-0,threads_1,localhost-8080,tomcat_spring3_6_1_5,local,1000000,1712135729625,1712135779966,50341,41334.9,51129,66608,85167,38125.7
manager01,ms-test-20240403_111641-0,threads_2,localhost-8070,spring3_6_1_5,full,1000000,1712135804019,1712135911702,107683,191511,221707,244363,322950,129339
manager01,ms-test-20240403_111853-0,threads_2,localhost-8070,spring3_6_1_5,local,1000000,1712135935537,1712135963817,28280,44820.6,57904,71058,111265,45529.4
manager01,ms-test-20240403_111946-0,threads_2,localhost-8071,jersey3,full,1000000,1712135988123,1712136108981,120858,215004,246481,260908,327467,87778.7
manager01,ms-test-20240403_112211-0,threads_2,localhost-8071,jersey3,local,1000000,1712136133529,1712136164377,30848,47650.3,64109,73195,124241,56345.7
manager01,ms-test-20240403_112306-0,threads_2,localhost-8072,flask2_0_3,full,1000000,1712136188922,1712137044192,855270,1.64616e+06,1808035,2257335,2371496,403108
manager01,ms-test-20240403_113746-0,threads_2,localhost-8072,flask2_0_3,local,1000000,1712137068390,1712137097591,29201,46180.2,64824,74021,115732,57588.5
manager01,ms-test-20240403_113839-0,threads_2,localhost-8080,tomcat_jersey_3_1_0,full,1000000,1712137121853,1712137251183,129330,232076,258267,281893,369680,318608
manager01,ms-test-20240403_114113-0,threads_2,localhost-8080,tomcat_jersey_3_1_0,local,1000000,1712137275315,1712137304888,29573,46970,67305,72212,114470,61321.6
manager01,ms-test-20240403_114206-0,threads_2,localhost-8080,tomcat_spring3_6_1_5,full,1000000,1712137328812,1712137447548,118736,212109,240548,263865,337401,99626.9
manager01,ms-test-20240403_114430-0,threads_2,localhost-8080,tomcat_spring3_6_1_5,local,1000000,1712137472227,1712137501312,29085,46113,68859,72518,107370,53162.3
manager01,ms-test-20240403_114523-0,threads_4,localhost-8070,spring3_6_1_5,full,1000000,1712137525734,1712137580323,54589,192359,220922,238537,328656,101784
manager01,ms-test-20240403_114642-0,threads_4,localhost-8070,spring3_6_1_5,local,1000000,1712137604057,1712137619356,15299,49505.2,64981,78397,137894,78641.1
manager01,ms-test-20240403_114721-0,threads_4,localhost-8071,jersey3,full,1000000,1712137643517,1712137704593,61076,216143,247863,264657,374715,100013
manager01,ms-test-20240403_114846-0,threads_4,localhost-8071,jersey3,local,1000000,1712137728890,1712137744678,15788,49968.2,67672,76474,140125,82775.9
manager01,ms-test-20240403_114927-0,threads_4,localhost-8072,flask2_0_3,full,1000000,1712137769337,1712138614964,845627,3.14598e+06,4292194,4472439,5073372,934113
manager01,ms-test-20240403_120356-0,threads_4,localhost-8072,flask2_0_3,local,1000000,1712138638870,1712138654349,15479,48450.4,63792,74257,122419,93480
manager01,ms-test-20240403_120436-0,threads_4,localhost-8080,tomcat_jersey_3_1_0,full,1000000,1712138678318,1712138744366,66048,235587,266612,286374,389802,113616
manager01,ms-test-20240403_120606-0,threads_4,localhost-8080,tomcat_jersey_3_1_0,local,1000000,1712138768651,1712138784936,16285,51086.8,71554,81769,126612,80451.9
manager01,ms-test-20240403_120646-0,threads_4,localhost-8080,tomcat_spring3_6_1_5,full,1000000,1712138809081,1712138870740,61659,218250,248760,270544,364945,109400
manager01,ms-test-20240403_120812-0,threads_4,localhost-8080,tomcat_spring3_6_1_5,local,1000000,1712138894441,1712138910157,15716,49431.8,69172,76690,125841,77450.6
manager01,ms-test-20240403_120852-0,threads_8,localhost-8070,spring3_6_1_5,full,1000000,1712138934965,1712138966523,31558,220285,251498,271620,413933,146394
manager01,ms-test-20240403_120948-0,threads_8,localhost-8070,spring3_6_1_5,local,1000000,1712138990361,1712138999351,8990,56192,71121,84892,153952,118941
manager01,ms-test-20240403_121021-0,threads_8,localhost-8071,jersey3,full,1000000,1712139023892,1712139058780,34888,244532,283258,312356,441291,149661
manager01,ms-test-20240403_121121-0,threads_8,localhost-8071,jersey3,local,1000000,1712139083394,1712139093438,10044,61593.5,76336,96085,292411,133471
manager01,ms-test-20240403_121155-0,threads_8,localhost-8072,flask2_0_3,full,1000000,1712139117755,1712139953176,835421,6.03967e+06,8262836,8518255,9079091,1.85939e+06
manager01,ms-test-20240403_122615-0,threads_8,localhost-8072,flask2_0_3,local,1000000,1712139977253,1712139986470,9217,56771.2,72757,88706,162926,115120
manager01,ms-test-20240403_122648-0,threads_8,localhost-8080,tomcat_jersey_3_1_0,full,1000000,1712140010788,1712140047070,36282,257396,294067,314380,429602,149244
manager01,ms-test-20240403_122749-0,threads_8,localhost-8080,tomcat_jersey_3_1_0,local,1000000,1712140071219,1712140080615,9396,58121,72936,87166,175748,141396
manager01,ms-test-20240403_122822-0,threads_8,localhost-8080,tomcat_spring3_6_1_5,full,1000000,1712140104768,1712140139572,34804,245915,282110,304483,427442,157546
manager01,ms-test-20240403_122922-0,threads_8,localhost-8080,tomcat_spring3_6_1_5,local,1000000,1712140164170,1712140173819,9649,58675,73297,88392,174371,121617
manager01,ms-test-20240403_122956-0,threads_16,localhost-8070,spring3_6_1_5,full,1000000,1712140198778,1712140218678,19900,285695,359924,417878,671180,237788
manager01,ms-test-20240403_123041-0,threads_16,localhost-8070,spring3_6_1_5,local,1000000,1712140243292,1712140250245,6953,86853.5,105857,129285,294759,248394
manager01,ms-test-20240403_123112-0,threads_16,localhost-8071,jersey3,full,1000000,1712140274986,1712140296425,21439,305981,390567,467368,686669,289344
manager01,ms-test-20240403_123158-0,threads_16,localhost-8071,jersey3,local,1000000,1712140320399,1712140326962,6563,82071,97399,140906,476967,217824
manager01,ms-test-20240403_123229-0,threads_16,localhost-8072,flask2_0_3,full,1000000,1712140352149,1712141165033,812884,1.19347e+07,16166310,16791857,18494472,3.61663e+06
manager01,ms-test-20240403_124627-0,threads_16,localhost-8072,flask2_0_3,local,1000000,1712141189730,1712141196242,6512,81437.5,100449,144663,371689,225893
manager01,ms-test-20240403_124658-0,threads_16,localhost-8080,tomcat_jersey_3_1_0,full,1000000,1712141220452,1712141242911,22459,324636,406049,478624,767955,278627
manager01,ms-test-20240403_124744-0,threads_16,localhost-8080,tomcat_jersey_3_1_0,local,1000000,1712141266922,1712141273391,6469,81743.6,105222,150421,400488,215393
manager01,ms-test-20240403_124815-0,threads_16,localhost-8080,tomcat_spring3_6_1_5,full,1000000,1712141297607,1712141319429,21822,316100,401223,469384,751974,292773
manager01,ms-test-20240403_124901-0,threads_16,localhost-8080,tomcat_spring3_6_1_5,local,1000000,1712141344017,1712141350866,6849,86782.1,118275,152030,382914,241371
manager01,ms-test-20240403_191230-0,threads_1,edge02-8070,spring3_6_1_5,full,1000000,1712164352751,1712164669804,317053,305321,350484,365176,517767,78572.3
manager01,ms-test-20240403_191812-0,threads_1,edge02-8070,spring3_6_1_5,local,1000000,1712164694236,1712164746840,52604,43524.9,64577,70730,159032,40910.4
manager01,ms-test-20240403_191928-0,threads_1,edge02-8071,jersey3,full,1000000,1712164770713,1712165133201,362488,350719,389823,411297,485074,65159.7
manager01,ms-test-20240403_192555-0,threads_1,edge02-8071,jersey3,local,1000000,1712165157219,1712165212082,54863,45517.7,67446,75751,100148,42424.6
manager01,ms-test-20240403_192714-0,threads_1,edge02-8072,flask2_0_3,full,1000000,1712165236684,1712167647470,2410786,2.39787e+06,2607620,2671925,2826778,680055
manager01,ms-test-20240403_200749-0,threads_1,edge02-8072,flask2_0_3,local,1000000,1712167671494,1712167731781,60287,50129.7,72833,91536,105690,48955.3
manager01,ms-test-20240403_200913-0,threads_1,edge02-8080,tomcat_jersey_3_1_0,full,1000000,1712167756014,1712168162146,406132,393486,427500,450393,621454,80666.1
manager01,ms-test-20240403_201624-0,threads_1,edge02-8080,tomcat_jersey_3_1_0,local,1000000,1712168186566,1712168239745,53179,44001,55201,70740,96180,37379.2
manager01,ms-test-20240403_201741-0,threads_1,edge02-8080,tomcat_spring3_6_1_5,full,1000000,1712168263989,1712168621012,357023,344163,386700,406165,574815,81438.9
manager01,ms-test-20240403_202403-0,threads_1,edge02-8080,tomcat_spring3_6_1_5,local,1000000,1712168645562,1712168699283,53721,44321.7,57811,72167,98170,34776.4
manager01,ms-test-20240403_202520-0,threads_2,edge02-8070,spring3_6_1_5,full,1000000,1712168723026,1712168903272,180246,329522,368430,388453,532168,83994.9
manager01,ms-test-20240403_202845-0,threads_2,edge02-8070,spring3_6_1_5,local,1000000,1712168927450,1712168957782,30332,47883.8,67320,75894,106591,47751.1
manager01,ms-test-20240403_202939-0,threads_2,edge02-8071,jersey3,full,1000000,1712168981864,1712169187739,205875,374461,478788,507725,582785,114085
manager01,ms-test-20240403_203330-0,threads_2,edge02-8071,jersey3,local,1000000,1712169212307,1712169244203,31896,50933.8,70608,81003,141646,56146.7
manager01,ms-test-20240403_203426-0,threads_2,edge02-8072,flask2_0_3,full,1000000,1712169268894,1712171945629,2676735,5.24042e+06,8639876,14377342,27726350,5.02071e+06
manager01,ms-test-20240403_211927-0,threads_2,edge02-8072,flask2_0_3,local,1000000,1712171969705,1712171999327,29622,44338.3,58935,69605,105471,51409.8
manager01,ms-test-20240403_212021-0,threads_2,edge02-8080,tomcat_jersey_3_1_0,full,1000000,1712172023215,1712172238348,215133,396712,430770,457285,614873,94150
manager01,ms-test-20240403_212420-0,threads_2,edge02-8080,tomcat_jersey_3_1_0,local,1000000,1712172262677,1712172291737,29060,46023.7,64399,71852,157237,60480.6
manager01,ms-test-20240403_212514-0,threads_2,edge02-8080,tomcat_spring3_6_1_5,full,1000000,1712172316188,1712172513931,197743,364748,392427,417045,580635,88330.1
manager01,ms-test-20240403_212856-0,threads_2,edge02-8080,tomcat_spring3_6_1_5,local,1000000,1712172538522,1712172566782,28260,44515.8,49124,71311,115407,47111.1
manager01,ms-test-20240403_212949-0,threads_4,edge02-8070,spring3_6_1_5,full,1000000,1712172591093,1712172685994,94901,348183,388115,424575,539723,110166
manager01,ms-test-20240403_213148-0,threads_4,edge02-8070,spring3_6_1_5,local,1000000,1712172710562,1712172727162,16600,51258.5,68474,79445,124299,74810.3
manager01,ms-test-20240403_213228-0,threads_4,edge02-8071,jersey3,full,1000000,1712172751023,1712172841922,90899,330056,399220,423556,541236,125940
manager01,ms-test-20240403_213424-0,threads_4,edge02-8071,jersey3,local,1000000,1712172866314,1712172881482,15168,47923.2,60898,75975,120701,73529.8
manager01,ms-test-20240403_213503-0,threads_4,edge02-8072,flask2_0_3,full,1000000,1712172906237,1712175283405,2377168,8.87883e+06,11445672,13757731,29037891,4.87481e+06
manager01,ms-test-20240403_221505-0,threads_4,edge02-8072,flask2_0_3,local,1000000,1712175307786,1712175324224,16438,50743.3,70584,81450,123341,79716.1
manager01,ms-test-20240403_221546-0,threads_4,edge02-8080,tomcat_jersey_3_1_0,full,1000000,1712175348239,1712175457344,109105,400426,425865,447694,598034,117508
manager01,ms-test-20240403_221759-0,threads_4,edge02-8080,tomcat_jersey_3_1_0,local,1000000,1712175481545,1712175498147,16602,52254.6,73434,83703,153328,84796.4
manager01,ms-test-20240403_221839-0,threads_4,edge02-8080,tomcat_spring3_6_1_5,full,1000000,1712175522035,1712175621354,99319,363883,396246,417932,571009,122935
manager01,ms-test-20240403_222043-0,threads_4,edge02-8080,tomcat_spring3_6_1_5,local,1000000,1712175645488,1712175662348,16860,52227.4,71561,83449,126628,80431.3
manager01,ms-test-20240403_222124-0,threads_8,edge02-8070,spring3_6_1_5,full,1000000,1712175687086,1712175736215,49129,355777,391916,417480,546524,156194
manager01,ms-test-20240403_222238-0,threads_8,edge02-8070,spring3_6_1_5,local,1000000,1712175760452,1712175770431,9979,62546,80000,102143,185299,134258
manager01,ms-test-20240403_222312-0,threads_8,edge02-8071,jersey3,full,1000000,1712175794924,1712175848457,53533,389001,436126,460510,592780,166376
manager01,ms-test-20240403_222430-0,threads_8,edge02-8071,jersey3,local,1000000,1712175872275,1712175882035,9760,59284.9,75757,94998,181708,129006
manager01,ms-test-20240403_222504-0,threads_8,edge02-8072,flask2_0_3,full,1000000,1712175906935,1712178003275,2096340,1.53102e+07,21455076,22412169,23969697,4.65735e+06
manager01,ms-test-20240403_230025-0,threads_8,edge02-8072,flask2_0_3,local,1000000,1712178027473,1712178037119,9646,59413.3,75960,92200,179646,121348
manager01,ms-test-20240403_230059-0,threads_8,edge02-8080,tomcat_jersey_3_1_0,full,1000000,1712178062042,1712178119899,57857,420715,462761,500487,641273,159762
manager01,ms-test-20240403_230222-0,threads_8,edge02-8080,tomcat_jersey_3_1_0,local,1000000,1712178144397,1712178154510,10113,61316,78018,96354,190766,136522
manager01,ms-test-20240403_230256-0,threads_8,edge02-8080,tomcat_spring3_6_1_5,full,1000000,1712178178939,1712178230727,51788,374136,422910,455040,593204,172263
manager01,ms-test-20240403_230413-0,threads_8,edge02-8080,tomcat_spring3_6_1_5,local,1000000,1712178255338,1712178265426,10088,61772.5,78694,99402,200329,129152
manager01,ms-test-20240403_230447-0,threads_16,edge02-8070,spring3_6_1_5,full,1000000,1712178290059,1712178315619,25560,373739,445509,480973,636424,270644
manager01,ms-test-20240403_230538-0,threads_16,edge02-8070,spring3_6_1_5,local,1000000,1712178340525,1712178347075,6550,83165.5,100915,140373,387738,230241
manager01,ms-test-20240403_230610-0,threads_16,edge02-8071,jersey3,full,1000000,1712178372308,1712178400153,27845,408472,483783,511247,655824,255100
manager01,ms-test-20240403_230702-0,threads_16,edge02-8071,jersey3,local,1000000,1712178424857,1712178431368,6511,81332.4,96013,130902,452565,294639
manager01,ms-test-20240403_230733-0,threads_16,edge02-8072,flask2_0_3,full,1000000,1712178455620,1712180442577,1986957,3.0667e+07,37005202,43224835,50222404,6.72613e+06
manager01,ms-test-20240403_234105-0,threads_16,edge02-8072,flask2_0_3,local,1000000,1712180467275,1712180473792,6517,79217.8,94723,126459,395394,220904
manager01,ms-test-20240403_234136-0,threads_16,edge02-8080,tomcat_jersey_3_1_0,full,1000000,1712180498974,1712180529777,30803,452492,529425,564716,724219,280655
manager01,ms-test-20240403_234232-0,threads_16,edge02-8080,tomcat_jersey_3_1_0,local,1000000,1712180554449,1712180561210,6761,83553.5,98814,141930,547635,228563
manager01,ms-test-20240403_234304-0,threads_16,edge02-8080,tomcat_spring3_6_1_5,full,1000000,1712180586181,1712180616262,30081,442169,513680,545056,712806,281538
manager01,ms-test-20240403_234358-0,threads_16,edge02-8080,tomcat_spring3_6_1_5,local,1000000,1712180640649,1712180647177,6528,80275.1,95666,124917,460768,245044
